sale_id,product,category,price,quantity,total,date,store,city,has_anomaly,anomaly_types,anomaly_flags,anomaly_severity,anomaly_score,empty_count,severity_weight,anomaly,anomaly_method,anomaly_confidence
288.0,Eggs,,0.25,-1.0,-0.25,,Carrefour,Sfax,True,category_null|date_null|quantity_negative|order_no_items|product_category_mismatch|,8,high,40.38461538461539,2,50,-1,ensemble,1
289.0,Rice,,1.67,20.0,33.4,,Aziza,Ariana,True,category_null|date_null|product_category_mismatch|quantity_statistical_outlier|,5,high,34.61538461538461,2,50,-1,ensemble,1
290.0,Apple,,2.55,-2.0,5.1,,Aziza,Sfax,True,category_null|date_null|quantity_negative|total_price_mismatch|order_no_items|product_category_mismatch|,11,high,46.15384615384615,2,50,-1,ensemble,2
291.0,Milk,Meat,1.31,0.0,-100,,Carrefour,Tunis,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|,9,high,42.30769230769231,1,50,-1,ensemble,1
292.0,Pasta,Fruits,20.89,14.0,292.46000000000004,,Monoprix,Sousse,True,date_null|product_category_mismatch|quantity_statistical_outlier|,4,high,32.69230769230769,1,50,-1,ensemble,1
293.0,Rice,Fruits,0.73,0.0,,,MG,Sfax,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
294.0,Juice,Fruits,19.31,0.0,,,MG,Ariana,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
295.0,Milk,Dry,37.19,0.0,,,Carrefour,Ariana,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|,7,high,38.46153846153846,2,50,-1,ensemble,1
296.0,Chicken,Fruits,32.4,1.0,32.4,2022-10-12,Carrefour,Ariana,True,product_category_mismatch|,2,high,28.846153846153847,1,50,-1,ensemble,2
297.0,Chicken,Meat,25.91,0.0,,,Carrefour,Sfax,True,total_null|date_null|quantity_zero|order_no_items|,5,high,34.61538461538461,2,50,-1,ensemble,1
298.0,Chicken,Fruits,4.18,17.0,-71.06,,Monoprix,Tunis,True,date_null|total_price_mismatch|product_category_mismatch|quantity_statistical_outlier|,7,high,38.46153846153846,1,50,-1,ensemble,2
299.0,Banana,,15.29,1.0,15.29,,Carrefour,Sfax,True,category_null|date_null|product_category_mismatch|,4,high,32.69230769230769,2,50,-1,ensemble,1
50.0,Rice,Dairy,27.9,0.0,-100,,Monoprix,Sfax,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|exact_duplicate_row|,11,medium,33.65384615384615,1,25,-1,ensemble,1
54.0,Rice,Meat,34.15,0.0,,2023-09-03,Aziza,Sfax,True,total_null|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,8,medium,27.884615384615387,1,25,-1,ensemble,1
243.0,Eggs,Dry,25.57,0.0,error,,Aziza,Tunis,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,10,medium,31.730769230769234,1,25,-1,ensemble,1
,Bread,Fruits,2.08,0.0,,,Monoprix,Sfax,True,sale_id_null|total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,10,medium,31.730769230769234,3,25,-1,ensemble,1
134.0,Milk,,6.93,0.0,error,,Monoprix,Ariana,True,category_null|date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,11,medium,33.65384615384615,2,25,-1,ensemble,1
20.0,Juice,Dry,34.98,0.0,error,,Carrefour,Sfax,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,10,medium,31.730769230769234,1,25,-1,ensemble,1
166.0,Apple,Meat,6.57,0.0,error,,MG,Tunis,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,10,medium,31.730769230769234,1,25,-1,ensemble,1
273.0,Milk,Dry,23.17,0.0,error,,Aziza,Sousse,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,10,medium,31.730769230769234,1,25,-1,ensemble,1
88.0,Banana,Meat,18.03,12.0,216.36,,,Sousse,True,date_null|store_null|product_category_mismatch|exact_duplicate_row|quantity_statistical_outlier|,7,medium,25.96153846153846,2,25,-1,ensemble,1
13.0,Eggs,Fruits,5.63,0.0,,,Monoprix,Sfax,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,9,medium,29.807692307692307,2,25,-1,ensemble,1
,Bread,Fruits,34.88,0.0,-100,,MG,Sousse,True,sale_id_null|date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|exact_duplicate_row|,12,medium,35.57692307692308,2,25,-1,ensemble,1
264.0,Eggs,Meat,19.22,20.0,384.4,2023-12-02,MG,Sfax,True,product_category_mismatch|exact_duplicate_row|quantity_statistical_outlier|,5,medium,22.115384615384617,1,25,-1,ensemble,1
52.0,Banana,,38.69,0.0,,,,Ariana,True,category_null|total_null|date_null|store_null|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,11,medium,33.65384615384615,4,25,-1,ensemble,1
,Milk,,4.67,0.0,-100,,Monoprix,Ariana,True,sale_id_null|category_null|date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|exact_duplicate_row|,13,medium,37.5,3,25,-1,ensemble,2
263.0,Chicken,Dry,6.29,8.0,50.32,,MG,Tunis,True,date_null|product_category_mismatch|exact_duplicate_row|,5,medium,22.115384615384617,1,25,-1,ensemble,1
34.0,Chicken,,24.47,0.0,,,Monoprix,Sousse,True,category_null|total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,10,medium,31.730769230769234,3,25,-1,ensemble,1
205.0,Chicken,Dry,38.99,0.0,,,Aziza,Sfax,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,9,medium,29.807692307692307,2,25,-1,ensemble,1
80.0,Apple,Dry,16.38,0.0,,,Carrefour,Sousse,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,9,medium,29.807692307692307,2,25,-1,ensemble,1
49.0,Apple,Fruits,31.44,0.0,error,,MG,Tunis,True,date_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,10,medium,31.730769230769234,1,25,-1,ensemble,1
1.0,Apple,,45.97,15.0,689.55,,Aziza,Ariana,True,category_null|date_null|product_category_mismatch|exact_duplicate_row|quantity_statistical_outlier|,7,medium,25.96153846153846,2,25,-1,ensemble,2
53.0,Milk,Meat,44.56,0.0,0.0,,Carrefour,Sfax,True,date_null|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,8,medium,27.884615384615387,1,25,-1,ensemble,1
,Chicken,Meat,19.88,0.0,-100,,Aziza,Sousse,True,sale_id_null|date_null|quantity_zero|total_price_mismatch|order_no_items|exact_duplicate_row|,10,medium,31.730769230769234,2,25,-1,ensemble,1
259.0,Juice,Fruits,3.11,0.0,,,Carrefour,Sfax,True,total_null|date_null|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,9,medium,29.807692307692307,2,25,-1,ensemble,1
190.0,Rice,Dairy,36.61,0.0,-100,,Carrefour,Tunis,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|exact_duplicate_row|,11,medium,33.65384615384615,1,25,-1,ensemble,1
,Chicken,Dry,34.88,0.0,-100,,,Sousse,True,sale_id_null|date_null|store_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|exact_duplicate_row|,13,medium,37.5,3,25,-1,ensemble,2
,Milk,Dairy,16.1,0.0,error,,,Sousse,True,sale_id_null|date_null|store_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,12,medium,35.57692307692308,3,25,-1,ensemble,1
161.0,Bread,,31.53,0.0,error,2022-04-07,,Tunis,True,category_null|store_null|total_not_numeric|quantity_zero|order_no_items|product_category_mismatch|exact_duplicate_row|,11,medium,33.65384615384615,2,25,-1,ensemble,1
201.0,Bread,Dry,48.87,0.0,-100,,Aziza,Ariana,True,date_null|quantity_zero|total_price_mismatch|order_no_items|product_category_mismatch|exact_duplicate_row|,11,medium,33.65384615384615,1,25,-1,ensemble,1
,Banana,Fruits,41.83,28.0,1171.24,,Monoprix,Ariana,True,sale_id_null|date_null|product_category_mismatch|exact_duplicate_row|quantity_statistical_outlier|total_statistical_outlier|,8,medium,27.884615384615387,2,25,-1,ensemble,2
270.0,Juice,Meat,22.42,26.0,582.9200000000001,,Aziza,Ariana,True,date_null|product_category_mismatch|exact_duplicate_row|quantity_statistical_outlier|,6,medium,24.03846153846154,1,25,-1,ensemble,1
